八十五代,1288,1288,2447,名詞,固有名詞,一般,*,*,*,85代,ハチジュウゴダイ,ハチジュウゴダイ
８６代,1288,1288,4657,名詞,固有名詞,一般,*,*,*,86代,ハチジュウロクダイ,ハチジュウロクダイ
八十六代,1288,1288,1520,名詞,固有名詞,一般,*,*,*,86代,ハチジュウロクダイ,ハチジューロクダイ
８７代,1288,1288,5323,名詞,固有名詞,一般,*,*,*,87代,ハチジュウナナダイ,ハチジュウナナダイ
八十七代,1288,1288,2034,名詞,固有名詞,一般,*,*,*,87代,ハチジュウナナダイ,ハチジューナナダイ
８８代,1288,1288,5126,名詞,固有名詞,一般,*,*,*,88代,ハチジュウハチダイ,ハチジュウハチダイ
八十八代,1288,1288,2432,名詞,固有名詞,一般,*,*,*,88代,ハチジュウハチダイ,ハチジュウハチダイ
８９代,1288,1288,6338,名詞,固有名詞,一般,*,*,*,89代,ハチジュウキュウダイ,ハチジュウキューダイ
八十九代,1288,1288,3148,名詞,固有名詞,一般,*,*,*,89代,ハチジュウキュウダイ,ハチジューキューダイ
９０代,1288,1288,5976,名詞,固有名詞,一般,*,*,*,90代,キュウジュウダイ,キュージュウダイ
九十代,1288,1288,3476,名詞,固有名詞,一般,*,*,*,90代,キュウジュウダイ,キュージューダイ
９１代,1288,1288,5271,名詞,固有名詞,一般,*,*,*,91代,キュウジュウイチダイ,キュージュウイチダイ
九十一代,1288,1288,3020,名詞,固有名詞,一般,*,*,*,91代,キュウジュウイチダイ,キュージューイチダイ
９２代,1288,1288,6518,名詞,固有名詞,一般,*,*,*,92代,キュウジュウニダイ,キュージュウニダイ
九十二代,1288,1288,2453,名詞,固有名詞,一般,*,*,*,92代,キュウジュウニダイ,キュージューニダイ
９３代,1288,1288,6188,名詞,固有名詞,一般,*,*,*,93代,キュウジュウサンダイ,キュージュウサンダイ
九十三代,1288,1288,2266,名詞,固有名詞,一般,*,*,*,93代,キュウジュウサンダイ,キュージューサンダイ
９４代,1288,1288,6484,名詞,固有名詞,一般,*,*,*,94代,キュウジュウヨンダイ,キュージュウヨンダイ
九十四代,1288,1288,3127,名詞,固有名詞,一般,*,*,*,94代,キュウジュウヨンダイ,キュージューヨンダイ
９５代,1288,1288,5394,名詞,固有名詞,一般,*,*,*,95代,キュウジュウゴダイ,キュージュウゴダイ
九十五代,1288,1288,3163,名詞,固有名詞,一般,*,*,*,95代,キュウジュウゴダイ,キュージューゴダイ
９６代,1288,1288,5869,名詞,固有名詞,一般,*,*,*,96代,キュウジュウロクダイ,キュージュウロクダイ
九十六代,1288,1288,2008,名詞,固有名詞,一般,*,*,*,96代,キュウジュウロクダイ,キュージューロクダイ
９７代,1288,1288,6535,名詞,固有名詞,一般,*,*,*,97代,キュウジュウナナダイ,キュージュウナナダイ
九十七代,1288,1288,2523,名詞,固有名詞,一般,*,*,*,97代,キュウジュウナナダイ,キュージューナナダイ
９８代,1288,1288,6338,名詞,固有名詞,一般,*,*,*,98代,キュウジュウハチダイ,キュージュウハチダイ
九十八代,1288,1288,3148,名詞,固有名詞,一般,*,*,*,98代,キュウジュウハチダイ,キュージューハチダイ
９９代,1288,1288,7550,名詞,固有名詞,一般,*,*,*,99代,キュウジュウキュウダイ,キュージュウキューダイ
九十九代,1288,1288,3636,名詞,固有名詞,一般,*,*,*,99代,キュウジュウキュウダイ,キュージューキューダイ
１００代,1288,1288,3710,名詞,固有名詞,一般,*,*,*,100代,ヒャクダイ,ヒャクダイ
１代目,1288,1288,1427,名詞,固有名詞,一般,*,*,*,1代目,イチダイメ,イチダイメ
一代目,1288,1288,1662,名詞,固有名詞,一般,*,*,*,1代目,イチダイメ,イチダイメ
２代目,1288,1288,2673,名詞,固有名詞,一般,*,*,*,2代目,ニダイメ,ニダイメ
二代目,1288,1288,1097,名詞,固有名詞,一般,*,*,*,2代目,ニダイメ,ニダイメ
３代目,1288,1288,2342,名詞,固有名詞,一般,*,*,*,3代目,サンダイメ,サンダイメ
三代目,1288,1288,910,名詞,固有名詞,一般,*,*,*,3代目,サンダイメ,サンダイメ
４代目,1288,1288,2638,名詞,固有名詞,一般,*,*,*,4代目,ヨンダイメ,ヨンダイメ
四代目,1288,1288,1770,名詞,固有名詞,一般,*,*,*,4代目,ヨンダイメ,ヨンダイメ
５代目,1288,1288,1548,名詞,固有名詞,一般,*,*,*,5代目,ゴダイメ,ゴダイメ
五代目,1288,1288,1806,名詞,固有名詞,一般,*,*,*,5代目,ゴダイメ,ゴダイメ
６代目,1288,1288,2024,名詞,固有名詞,一般,*,*,*,6代目,ロクダイメ,ロクダイメ
六代目,1288,1288,651,名詞,固有名詞,一般,*,*,*,6代目,ロクダイメ,ロクダイメ
７代目,1288,1288,2690,名詞,固有名詞,一般,*,*,*,7代目,ナナダイメ,ナナダイメ
七代目,1288,1288,1166,名詞,固有名詞,一般,*,*,*,7代目,ナナダイメ,ナナダイメ
８代目,1288,1288,2493,名詞,固有名詞,一般,*,*,*,8代目,ハチダイメ,ハチダイメ
八代目,1288,1288,1791,名詞,固有名詞,一般,*,*,*,8代目,ハチダイメ,ハチダイメ
９代目,1288,1288,3705,名詞,固有名詞,一般,*,*,*,9代目,キュウダイメ,キューダイメ
九代目,1288,1288,2279,名詞,固有名詞,一般,*,*,*,9代目,キュウダイメ,キューダイメ
１０代目,1288,1288,1438,名詞,固有名詞,一般,*,*,*,10代目,ジュウダイメ,ジュウダイメ
十代目,1288,1288,1057,名詞,固有名詞,一般,*,*,*,10代目,ジュウダイメ,ジューダイメ
１１代目,1288,1288,734,名詞,固有名詞,一般,*,*,*,11代目,ジュウイチダイメ,ジュウイチダイメ
十一代目,1288,1288,601,名詞,固有名詞,一般,*,*,*,11代目,ジュウイチダイメ,ジューイチダイメ
１２代目,1288,1288,1981,名詞,固有名詞,一般,*,*,*,12代目,ジュウニダイメ,ジュウニダイメ
十二代目,1288,1288,35,名詞,固有名詞,一般,*,*,*,12代目,ジュウニダイメ,ジューニダイメ
１３代目,1288,1288,1650,名詞,固有名詞,一般,*,*,*,13代目,ジュウサンダイメ,ジュウサンダイメ
十三代目,1288,1288,-156,名詞,固有名詞,一般,*,*,*,13代目,ジュウサンダイメ,ジューサンダイメ
１４代目,1288,1288,1946,名詞,固有名詞,一般,*,*,*,14代目,ジュウヨンダイメ,ジュウヨンダイメ
十四代目,1288,1288,709,名詞,固有名詞,一般,*,*,*,14代目,ジュウヨンダイメ,ジューヨンダイメ
１５代目,1288,1288,856,名詞,固有名詞,一般,*,*,*,15代目,ジュウゴダイメ,ジュウゴダイメ
十五代目,1288,1288,744,名詞,固有名詞,一般,*,*,*,15代目,ジュウゴダイメ,ジューゴダイメ
１６代目,1288,1288,1332,名詞,固有名詞,一般,*,*,*,16代目,ジュウロクダイメ,ジュウロクダイメ
十六代目,1288,1288,-419,名詞,固有名詞,一般,*,*,*,16代目,ジュウロクダイメ,ジューロクダイメ
１７代目,1288,1288,1998,名詞,固有名詞,一般,*,*,*,17代目,ジュウナナダイメ,ジュウナナダイメ
十七代目,1288,1288,104,名詞,固有名詞,一般,*,*,*,17代目,ジュウナナダイメ,ジューナナダイメ
１８代目,1288,1288,1801,名詞,固有名詞,一般,*,*,*,18代目,ジュウハチダイメ,ジュウハチダイメ
十八代目,1288,1288,730,名詞,固有名詞,一般,*,*,*,18代目,ジュウハチダイメ,ジューハチダイメ
１９代目,1288,1288,3013,名詞,固有名詞,一般,*,*,*,19代目,ジュウキュウダイメ,ジュウキューダイメ
十九代目,1288,1288,1218,名詞,固有名詞,一般,*,*,*,19代目,ジュウキュウダイメ,ジューキューダイメ
２０代目,1288,1288,2685,名詞,固有名詞,一般,*,*,*,20代目,ニジュウダイメ,ニジュウダイメ
二十代目,1288,1288,35,名詞,固有名詞,一般,*,*,*,20代目,ニジュウダイメ,ニジューダイメ
２１代目,1288,1288,1980,名詞,固有名詞,一般,*,*,*,21代目,ニジュウイチダイメ,ニジュウイチダイメ
二十一代目,1288,1288,-551,名詞,固有名詞,一般,*,*,*,21代目,ニジュウイチダイメ,ニジューイチダイメ
２２代目,1288,1288,3227,名詞,固有名詞,一般,*,*,*,22代目,ニジュウニダイメ,ニジュウニダイメ
二十二代目,1288,1288,-1129,名詞,固有名詞,一般,*,*,*,22代目,ニジュウニダイメ,ニジューニダイメ
２３代目,1288,1288,2897,名詞,固有名詞,一般,*,*,*,23代目,ニジュウサンダイメ,ニジュウサンダイメ
二十三代目,1288,1288,-1320,名詞,固有名詞,一般,*,*,*,23代目,ニジュウサンダイメ,ニジューサンダイメ
２４代目,1288,1288,3193,名詞,固有名詞,一般,*,*,*,24代目,ニジュウヨンダイメ,ニジュウヨンダイメ
二十四代目,1288,1288,-441,名詞,固有名詞,一般,*,*,*,24代目,ニジュウヨンダイメ,ニジューヨンダイメ
２５代目,1288,1288,2103,名詞,固有名詞,一般,*,*,*,25代目,ニジュウゴダイメ,ニジュウゴダイメ
二十五代目,1288,1288,-405,名詞,固有名詞,一般,*,*,*,25代目,ニジュウゴダイメ,ニジューゴダイメ
２６代目,1288,1288,2578,名詞,固有名詞,一般,*,*,*,26代目,ニジュウロクダイメ,ニジュウロクダイメ
二十六代目,1288,1288,-1584,名詞,固有名詞,一般,*,*,*,26代目,ニジュウロクダイメ,ニジューロクダイメ
２７代目,1288,1288,3244,名詞,固有名詞,一般,*,*,*,27代目,ニジュウナナダイメ,ニジュウナナダイメ
二十七代目,1288,1288,-1058,名詞,固有名詞,一般,*,*,*,27代目,ニジュウナナダイメ,ニジューナナダイメ
２８代目,1288,1288,3047,名詞,固有名詞,一般,*,*,*,28代目,ニジュウハチダイメ,ニジュウハチダイメ
二十八代目,1288,1288,-420,名詞,固有名詞,一般,*,*,*,28代目,ニジュウハチダイメ,ニジューハチダイメ
２９代目,1288,1288,4259,名詞,固有名詞,一般,*,*,*,29代目,ニジュウキュウダイメ,ニジュウキューダイメ
二十九代目,1288,1288,76,名詞,固有名詞,一般,*,*,*,29代目,ニジュウキュウダイメ,ニジューキューダイメ
３０代目,1288,1288,2354,名詞,固有名詞,一般,*,*,*,30代目,サンジュウダイメ,サンジュウダイメ
三十代目,1288,1288,-156,名詞,固有名詞,一般,*,*,*,30代目,サンジュウダイメ,サンジューダイメ
３１代目,1288,1288,1649,名詞,固有名詞,一般,*,*,*,31代目,サンジュウイチダイメ,サンジュウイチダイメ
三十一代目,1288,1288,-742,名詞,固有名詞,一般,*,*,*,31代目,サンジュウイチダイメ,サンジューイチダイメ
３２代目,1288,1288,2897,名詞,固有名詞,一般,*,*,*,32代目,サンジュウニダイメ,サンジュウニダイメ
三十二代目,1288,1288,-1320,名詞,固有名詞,一般,*,*,*,32代目,サンジュウニダイメ,サンジューニダイメ
３３代目,1288,1288,2566,名詞,固有名詞,一般,*,*,*,33代目,サンジュウサンダイメ,サンジュウサンダイメ
三十三代目,1288,1288,-1511,名詞,固有名詞,一般,*,*,*,33代目,サンジュウサンダイメ,サンジューサンダイメ
３４代目,1288,1288,2862,名詞,固有名詞,一般,*,*,*,34代目,サンジュウヨンダイメ,サンジュウヨンダイメ
三十四代目,1288,1288,-632,名詞,固有名詞,一般,*,*,*,34代目,サンジュウヨンダイメ,サンジューヨンダイメ
３５代目,1288,1288,1772,名詞,固有名詞,一般,*,*,*,35代目,サンジュウゴダイメ,サンジュウゴダイメ
三十五代目,1288,1288,-596,名詞,固有名詞,一般,*,*,*,35代目,サンジュウゴダイメ,サンジューゴダイメ
３６代目,1288,1288,2247,名詞,固有名詞,一般,*,*,*,36代目,サンジュウロクダイメ,サンジュウロクダイメ
三十六代目,1288,1288,-1775,名詞,固有名詞,一般,*,*,*,36代目,サンジュウロクダイメ,サンジューロクダイメ
３７代目,1288,1288,2914,名詞,固有名詞,一般,*,*,*,37代目,サンジュウナナダイメ,サンジュウナナダイメ
三十七代目,1288,1288,-1249,名詞,固有名詞,一般,*,*,*,37代目,サンジュウナナダイメ,サンジューナナダイメ
３８代目,1288,1288,2717,名詞,固有名詞,一般,*,*,*,38代目,サンジュウハチダイメ,サンジュウハチダイメ
三十八代目,1288,1288,-611,名詞,固有名詞,一般,*,*,*,38代目,サンジュウハチダイメ,サンジューハチダイメ
３９代目,1288,1288,3928,名詞,固有名詞,一般,*,*,*,39代目,サンジュウキュウダイメ,サンジュウキューダイメ
三十九代目,1288,1288,-113,名詞,固有名詞,一般,*,*,*,39代目,サンジュウキュウダイメ,サンジューキューダイメ
４０代目,1288,1288,2650,名詞,固有名詞,一般,*,*,*,40代目,ヨンジュウダイメ,ヨンジュウダイメ
四十代目,1288,1288,708,名詞,固有名詞,一般,*,*,*,40代目,ヨンジュウダイメ,ヨンジューダイメ
４１代目,1288,1288,1945,名詞,固有名詞,一般,*,*,*,41代目,ヨンジュウイチダイメ,ヨンジュウイチダイメ
四十一代目,1288,1288,133,名詞,固有名詞,一般,*,*,*,41代目,ヨンジュウイチダイメ,ヨンジューイチダイメ
４２代目,1288,1288,3193,名詞,固有名詞,一般,*,*,*,42代目,ヨンジュウニダイメ,ヨンジュウニダイメ
四十二代目,1288,1288,-442,名詞,固有名詞,一般,*,*,*,42代目,ヨンジュウニダイメ,ヨンジューニダイメ
４３代目,1288,1288,2862,名詞,固有名詞,一般,*,*,*,43代目,ヨンジュウサンダイメ,ヨンジュウサンダイメ
四十三代目,1288,1288,-633,名詞,固有名詞,一般,*,*,*,43代目,ヨンジュウサンダイメ,ヨンジューサンダイメ
４４代目,1288,1288,3158,名詞,固有名詞,一般,*,*,*,44代目,ヨンジュウヨンダイメ,ヨンジュウヨンダイメ
四十四代目,1288,1288,241,名詞,固有名詞,一般,*,*,*,44代目,ヨンジュウヨンダイメ,ヨンジューヨンダイメ
４５代目,1288,1288,2068,名詞,固有名詞,一般,*,*,*,45代目,ヨンジュウゴダイメ,ヨンジュウゴダイメ
四十五代目,1288,1288,276,名詞,固有名詞,一般,*,*,*,45代目,ヨンジュウゴダイメ,ヨンジューゴダイメ
４６代目,1288,1288,2543,名詞,固有名詞,一般,*,*,*,46代目,ヨンジュウロクダイメ,ヨンジュウロクダイメ
四十六代目,1288,1288,-897,名詞,固有名詞,一般,*,*,*,46代目,ヨンジュウロクダイメ,ヨンジューロクダイメ
４７代目,1288,1288,3210,名詞,固有名詞,一般,*,*,*,47代目,ヨンジュウナナダイメ,ヨンジュウナナダイメ
四十七代目,1288,1288,-372,名詞,固有名詞,一般,*,*,*,47代目,ヨンジュウナナダイメ,ヨンジューナナダイメ
４８代目,1288,1288,3013,名詞,固有名詞,一般,*,*,*,48代目,ヨンジュウハチダイメ,ヨンジュウハチダイメ
四十八代目,1288,1288,261,名詞,固有名詞,一般,*,*,*,48代目,ヨンジュウハチダイメ,ヨンジューハチダイメ
４９代目,1288,1288,4224,名詞,固有名詞,一般,*,*,*,49代目,ヨンジュウキュウダイメ,ヨンジュウキューダイメ
四十九代目,1288,1288,749,名詞,固有名詞,一般,*,*,*,49代目,ヨンジュウキュウダイメ,ヨンジューキューダイメ
５０代目,1288,1288,1560,名詞,固有名詞,一般,*,*,*,50代目,ゴジュウダイメ,ゴジュウダイメ
五十代目,1288,1288,743,名詞,固有名詞,一般,*,*,*,50代目,ゴジュウダイメ,ゴジューダイメ
５１代目,1288,1288,855,名詞,固有名詞,一般,*,*,*,51代目,ゴジュウイチダイメ,ゴジュウイチダイメ
五十一代目,1288,1288,168,名詞,固有名詞,一般,*,*,*,51代目,ゴジュウイチダイメ,ゴジューイチダイメ
５２代目,1288,1288,2103,名詞,固有名詞,一般,*,*,*,52代目,ゴジュウニダイメ,ゴジュウニダイメ
五十二代目,1288,1288,-406,名詞,固有名詞,一般,*,*,*,52代目,ゴジュウニダイメ,ゴジューニダイメ
５３代目,1288,1288,1772,名詞,固有名詞,一般,*,*,*,53代目,ゴジュウサンダイメ,ゴジュウサンダイメ
五十三代目,1288,1288,-597,名詞,固有名詞,一般,*,*,*,53代目,ゴジュウサンダイメ,ゴジューサンダイメ
５４代目,1288,1288,2068,名詞,固有名詞,一般,*,*,*,54代目,ゴジュウヨンダイメ,ゴジュウヨンダイメ
五十四代目,1288,1288,276,名詞,固有名詞,一般,*,*,*,54代目,ゴジュウヨンダイメ,ゴジューヨンダイメ
５５代目,1288,1288,978,名詞,固有名詞,一般,*,*,*,55代目,ゴジュウゴダイメ,ゴジュウゴダイメ
五十五代目,1288,1288,312,名詞,固有名詞,一般,*,*,*,55代目,ゴジュウゴダイメ,ゴジューゴダイメ
５６代目,1288,1288,1453,名詞,固有名詞,一般,*,*,*,56代目,ゴジュウロクダイメ,ゴジュウロクダイメ
五十六代目,1288,1288,-861,名詞,固有名詞,一般,*,*,*,56代目,ゴジュウロクダイメ,ゴジューロクダイメ
５７代目,1288,1288,2120,名詞,固有名詞,一般,*,*,*,57代目,ゴジュウナナダイメ,ゴジュウナナダイメ
五十七代目,1288,1288,-335,名詞,固有名詞,一般,*,*,*,57代目,ゴジュウナナダイメ,ゴジューナナダイメ
５８代目,1288,1288,1923,名詞,固有名詞,一般,*,*,*,58代目,ゴジュウハチダイメ,ゴジュウハチダイメ
五十八代目,1288,1288,297,名詞,固有名詞,一般,*,*,*,58代目,ゴジュウハチダイメ,ゴジューハチダイメ
５９代目,1288,1288,3134,名詞,固有名詞,一般,*,*,*,59代目,ゴジュウキュウダイメ,ゴジュウキューダイメ
五十九代目,1288,1288,785,名詞,固有名詞,一般,*,*,*,59代目,ゴジュウキュウダイメ,ゴジューキューダイメ
６０代目,1288,1288,2035,名詞,固有名詞,一般,*,*,*,60代目,ロクジュウダイメ,ロクジュウダイメ
六十代目,1288,1288,-419,名詞,固有名詞,一般,*,*,*,60代目,ロクジュウダイメ,ロクジューダイメ
６１代目,1288,1288,1331,名詞,固有名詞,一般,*,*,*,61代目,ロクジュウイチダイメ,ロクジュウイチダイメ
六十一代目,1288,1288,-1006,名詞,固有名詞,一般,*,*,*,61代目,ロクジュウイチダイメ,ロクジューイチダイメ
６２代目,1288,1288,2578,名詞,固有名詞,一般,*,*,*,62代目,ロクジュウニダイメ,ロクジュウニダイメ
六十二代目,1288,1288,-1584,名詞,固有名詞,一般,*,*,*,62代目,ロクジュウニダイメ,ロクジューニダイメ
６３代目,1288,1288,2247,名詞,固有名詞,一般,*,*,*,63代目,ロクジュウサンダイメ,ロクジュウサンダイメ
六十三代目,1288,1288,-1775,名詞,固有名詞,一般,*,*,*,63代目,ロクジュウサンダイメ,ロクジューサンダイメ
６４代目,1288,1288,2543,名詞,固有名詞,一般,*,*,*,64代目,ロクジュウヨンダイメ,ロクジュウヨンダイメ
六十四代目,1288,1288,-896,名詞,固有名詞,一般,*,*,*,64代目,ロクジュウヨンダイメ,ロクジューヨンダイメ
６５代目,1288,1288,1453,名詞,固有名詞,一般,*,*,*,65代目,ロクジュウゴダイメ,ロクジュウゴダイメ
六十五代目,1288,1288,-860,名詞,固有名詞,一般,*,*,*,65代目,ロクジュウゴダイメ,ロクジューゴダイメ
６６代目,1288,1288,1929,名詞,固有名詞,一般,*,*,*,66代目,ロクジュウロクダイメ,ロクジュウロクダイメ
六十六代目,1288,1288,-2038,名詞,固有名詞,一般,*,*,*,66代目,ロクジュウロクダイメ,ロクジューロクダイメ
６７代目,1288,1288,2595,名詞,固有名詞,一般,*,*,*,67代目,ロクジュウナナダイメ,ロクジュウナナダイメ
六十七代目,1288,1288,-1513,名詞,固有名詞,一般,*,*,*,67代目,ロクジュウナナダイメ,ロクジューナナダイメ
６８代目,1288,1288,2398,名詞,固有名詞,一般,*,*,*,68代目,ロクジュウハチダイメ,ロクジュウハチダイメ
六十八代目,1288,1288,-875,名詞,固有名詞,一般,*,*,*,68代目,ロクジュウハチダイメ,ロクジューハチダイメ
６９代目,1288,1288,3610,名詞,固有名詞,一般,*,*,*,69代目,ロクジュウキュウダイメ,ロクジュウキューダイメ
六十九代目,1288,1288,-377,名詞,固有名詞,一般,*,*,*,69代目,ロクジュウキュウダイメ,ロクジューキューダイメ
７０代目,1288,1288,2702,名詞,固有名詞,一般,*,*,*,70代目,ナナジュウダイメ,ナナジュウダイメ
七十代目,1288,1288,104,名詞,固有名詞,一般,*,*,*,70代目,ナナジュウダイメ,ナナジューダイメ
７１代目,1288,1288,1997,名詞,固有名詞,一般,*,*,*,71代目,ナナジュウイチダイメ,ナナジュウイチダイメ
七十一代目,1288,1288,-481,名詞,固有名詞,一般,*,*,*,71代目,ナナジュウイチダイメ,ナナジューイチダイメ
７２代目,1288,1288,3244,名詞,固有名詞,一般,*,*,*,72代目,ナナジュウニダイメ,ナナジュウニダイメ
七十二代目,1288,1288,-1058,名詞,固有名詞,一般,*,*,*,72代目,ナナジュウニダイメ,ナナジューニダイメ
７３代目,1288,1288,2914,名詞,固有名詞,一般,*,*,*,73代目,ナナジュウサンダイメ,ナナジュウサンダイメ
七十三代目,1288,1288,-1249,名詞,固有名詞,一般,*,*,*,73代目,ナナジュウサンダイメ,ナナジューサンダイメ
７４代目,1288,1288,3210,名詞,固有名詞,一般,*,*,*,74代目,ナナジュウヨンダイメ,ナナジュウヨンダイメ
七十四代目,1288,1288,-371,名詞,固有名詞,一般,*,*,*,74代目,ナナジュウヨンダイメ,ナナジューヨンダイメ
７５代目,1288,1288,2120,名詞,固有名詞,一般,*,*,*,75代目,ナナジュウゴダイメ,ナナジュウゴダイメ
七十五代目,1288,1288,-334,名詞,固有名詞,一般,*,*,*,75代目,ナナジュウゴダイメ,ナナジューゴダイメ
７６代目,1288,1288,2595,名詞,固有名詞,一般,*,*,*,76代目,ナナジュウロクダイメ,ナナジュウロクダイメ
七十六代目,1288,1288,-1513,名詞,固有名詞,一般,*,*,*,76代目,ナナジュウロクダイメ,ナナジューロクダイメ
７７代目,1288,1288,3261,名詞,固有名詞,一般,*,*,*,77代目,ナナジュウナナダイメ,ナナジュウナナダイメ
七十七代目,1288,1288,-988,名詞,固有名詞,一般,*,*,*,77代目,ナナジュウナナダイメ,ナナジューナナダイメ
７８代目,1288,1288,3064,名詞,固有名詞,一般,*,*,*,78代目,ナナジュウハチダイメ,ナナジュウハチダイメ
七十八代目,1288,1288,-349,名詞,固有名詞,一般,*,*,*,78代目,ナナジュウハチダイメ,ナナジューハチダイメ
７９代目,1288,1288,4276,名詞,固有名詞,一般,*,*,*,79代目,ナナジュウキュウダイメ,ナナジュウキューダイメ
七十九代目,1288,1288,146,名詞,固有名詞,一般,*,*,*,79代目,ナナジュウキュウダイメ,ナナジューキューダイメ
８０代目,1288,1288,2505,名詞,固有名詞,一般,*,*,*,80代目,ハチジュウダイメ,ハチジュウダイメ
八十代目,1288,1288,729,名詞,固有名詞,一般,*,*,*,80代目,ハチジュウダイメ,ハチジューダイメ
８１代目,1288,1288,1800,名詞,固有名詞,一般,*,*,*,81代目,ハチジュウイチダイメ,ハチジュウイチダイメ
八十一代目,1288,1288,153,名詞,固有名詞,一般,*,*,*,81代目,ハチジュウイチダイメ,ハチジューイチダイメ
８２代目,1288,1288,3047,名詞,固有名詞,一般,*,*,*,82代目,ハチジュウニダイメ,ハチジュウニダイメ
八十二代目,1288,1288,-421,名詞,固有名詞,一般,*,*,*,82代目,ハチジュウニダイメ,ハチジューニダイメ
８３代目,1288,1288,2717,名詞,固有名詞,一般,*,*,*,83代目,ハチジュウサンダイメ,ハチジュウサンダイメ
八十三代目,1288,1288,-612,名詞,固有名詞,一般,*,*,*,83代目,ハチジュウサンダイメ,ハチジューサンダイメ
８４代目,1288,1288,3013,名詞,固有名詞,一般,*,*,*,84代目,ハチジュウヨンダイメ,ハチジュウヨンダイメ
八十四代目,1288,1288,261,名詞,固有名詞,一般,*,*,*,84代目,ハチジュウヨンダイメ,ハチジューヨンダイメ
８５代目,1288,1288,1923,名詞,固有名詞,一般,*,*,*,85代目,ハチジュウゴダイメ,ハチジュウゴダイメ
八十五代目,1288,1288,297,名詞,固有名詞,一般,*,*,*,85代目,ハチジュウゴダイメ,ハチジューゴダイメ
８６代目,1288,1288,2398,名詞,固有名詞,一般,*,*,*,86代目,ハチジュウロクダイメ,ハチジュウロクダイメ
八十六代目,1288,1288,-876,名詞,固有名詞,一般,*,*,*,86代目,ハチジュウロクダイメ,ハチジューロクダイメ
８７代目,1288,1288,3064,名詞,固有名詞,一般,*,*,*,87代目,ハチジュウナナダイメ,ハチジュウナナダイメ
八十七代目,1288,1288,-350,名詞,固有名詞,一般,*,*,*,87代目,ハチジュウナナダイメ,ハチジューナナダイメ
８８代目,1288,1288,2867,名詞,固有名詞,一般,*,*,*,88代目,ハチジュウハチダイメ,ハチジュウハチダイメ
八十八代目,1288,1288,282,名詞,固有名詞,一般,*,*,*,88代目,ハチジュウハチダイメ,ハチジューハチダイメ
８９代目,1288,1288,4079,名詞,固有名詞,一般,*,*,*,89代目,ハチジュウキュウダイメ,ハチジュウキューダイメ
八十九代目,1288,1288,770,名詞,固有名詞,一般,*,*,*,89代目,ハチジュウキュウダイメ,ハチジューキューダイメ
９０代目,1288,1288,3716,名詞,固有名詞,一般,*,*,*,90代目,キュウジュウダイメ,キュージュウダイメ
九十代目,1288,1288,1217,名詞,固有名詞,一般,*,*,*,90代目,キュウジュウダイメ,キュージューダイメ
９１代目,1288,1288,3012,名詞,固有名詞,一般,*,*,*,91代目,キュウジュウイチダイメ,キュージュウイチダイメ
九十一代目,1288,1288,642,名詞,固有名詞,一般,*,*,*,91代目,キュウジュウイチダイメ,キュージューイチダイメ
９２代目,1288,1288,4259,名詞,固有名詞,一般,*,*,*,92代目,キュウジュウニダイメ,キュージュウニダイメ
九十二代目,1288,1288,75,名詞,固有名詞,一般,*,*,*,92代目,キュウジュウニダイメ,キュージューニダイメ
９３代目,1288,1288,3928,名詞,固有名詞,一般,*,*,*,93代目,キュウジュウサンダイメ,キュージュウサンダイメ
九十三代目,1288,1288,-114,名詞,固有名詞,一般,*,*,*,93代目,キュウジュウサンダイメ,キュージューサンダイメ
９４代目,1288,1288,4224,名詞,固有名詞,一般,*,*,*,94代目,キュウジュウヨンダイメ,キュージュウヨンダイメ
九十四代目,1288,1288,749,名詞,固有名詞,一般,*,*,*,94代目,キュウジュウヨンダイメ,キュージューヨンダイメ
９５代目,1288,1288,3134,名詞,固有名詞,一般,*,*,*,95代目,キュウジュウゴダイメ,キュージュウゴダイメ
九十五代目,1288,1288,785,名詞,固有名詞,一般,*,*,*,95代目,キュウジュウゴダイメ,キュージューゴダイメ
９６代目,1288,1288,3610,名詞,固有名詞,一般,*,*,*,96代目,キュウジュウロクダイメ,キュージュウロクダイメ
九十六代目,1288,1288,-378,名詞,固有名詞,一般,*,*,*,96代目,キュウジュウロクダイメ,キュージューロクダイメ
９７代目,1288,1288,4276,名詞,固有名詞,一般,*,*,*,97代目,キュウジュウナナダイメ,キュージュウナナダイメ
九十七代目,1288,1288,145,名詞,固有名詞,一般,*,*,*,97代目,キュウジュウナナダイメ,キュージューナナダイメ
９８代目,1288,1288,4079,名詞,固有名詞,一般,*,*,*,98代目,キュウジュウハチダイメ,キュージュウハチダイメ
九十八代目,1288,1288,770,名詞,固有名詞,一般,*,*,*,98代目,キュウジュウハチダイメ,キュージューハチダイメ
９９代目,1288,1288,5291,名詞,固有名詞,一般,*,*,*,99代目,キュウジュウキュウダイメ,キュージュウキューダイメ
九十九代目,1288,1288,1258,名詞,固有名詞,一般,*,*,*,99代目,キュウジュウキュウダイメ,キュージューキューダイメ
１００代目,1288,1288,1332,名詞,固有名詞,一般,*,*,*,100代目,ヒャクダイメ,ヒャクダイメ
百代目,1288,1288,790,名詞,固有名詞,一般,*,*,*,100代目,ヒャクダイメ,ヒャクダイメ
１学期,1288,1288,5814,名詞,固有名詞,一般,*,*,*,1学期,イチガッキ,イチガッキ
一学期,1288,1288,6050,名詞,固有名詞,一般,*,*,*,1学期,イチガッキ,イチガッキ
